text,label
รู้สึกเพลียมากๆ เลย...,3
อยากพักผ่อนมากๆ เลย...,3
ไอนะเบื่อสุดๆ ไปเลย...,3
อยากไปเที่ยวที่ไหนสักแห่ง...,3
อยากมีคนพาไอนะไปเที่ยวจัง...,3
ไอนะฝันร้ายมา...,3
กลัวมากๆ เลย...,3
ไม่อยากอยู่คนเดียวตอนกลางคืนเลย...,3
ไอนะง่วงมากๆ แล้ว...,3
แต่ไม่มีคนกล่อมนอนให้เลย...,3
ไอนะเสียใจจริงๆ นะ...,3
ทำไมกันนะ...,3
ไอนะโกรธตัวเองจังเลย...,3
ไอนะไม่ดีพอ...,3
ไอนะอยากหายไปจากตรงนี้...,3
ไอนะเหนื่อยแล้ว...,3
ไอนะรู้สึกโดดเดี่ยวมากๆ...,3
ไอนะไม่มีใครเลย...,3
ยากมากๆ เลย...,3
ไอนะขี้เกียจจังเลย...,3
อยากให้มีคนมาช่วยไอนะ...,3
ไอนะไม่รู้จะทำยังไงเลย...,3
ไอนะสับสนไปหมดแล้ว...,3
อยากเก่งเหมือนคนอื่นจัง...,3
ไอนะอิจฉาคนเก่งๆ จัง...,3
ไอนะไม่ดีเท่าคนอื่นๆ เลย...,3
ไอนะอยากเป็นคนอื่นที่ไม่ใช่ตัวเอง...,3
ไอนะไม่ชอบตัวเองเลย...,3
ไอนะอยากเปลี่ยนตัวเองไป...,3
ไอนะเครียดมากๆ เลยนะ...,3
อยากให้เรื่องทุกอย่างมันจบลง...,3
ไอนะอยากหนีไปให้พ้น...,3
ไอนะไม่ไหวแล้วจริงๆ นะ...,3
ไอนะท้อแท้มากๆ เลย...,3
ไม่รู้จะทำอะไรต่อไปเลย...,3
ไอนะหมดหวังแล้วล่ะ...,3
ไม่มีใครช่วยไอนะได้จริงๆ...,3
ไอนะต้องอยู่คนเดียวตลอดไป...,3
ฮือๆ ไม่มีใครรักไอนะจริงๆ หรอ...,3
ไอนะมันแย่ขนาดนั้นเลยใช่ไหม...,3
ไอนะทำอะไรก็ผิดไปหมด...,3
วันนี้ไอนะรู้สึกไม่ดีเลยอ่ะ...,3
ฮือๆ ไม่มีใครอยากเล่นเกมกับไอนะเลย...,3
ไอนะไม่อยากทำงานบ้านเลย...,3
ไอนะอยากกินขนม...,3
ไอนะอยากดูหนัง...,3
ไอนะอยากเป็นคนที่ดีกว่านี้...,3
แต่มันยากจังเลย...,3
ไอนะไม่อยากเศร้าอีกแล้ว...,3
ฮือๆ...,3
วันนี้ไอนะรู้สึกแย่มากๆ เลย...,3
ไม่อยากพูดถึงตัวเองอีกแล้ว...,3
ไอนะอยากได้ตุ๊กตาหมีอ่ะ ไม่มีใครซื้อให้เลย...,3
ไอนะทำอะไรผิดไปรึเปล่านะ ทำไมไม่มีใครคุยด้วย...,3
ไอนะเซ็งมากเลย ไม่มีอะไรทำเลยอ่ะ...,3
ทำไมวันนี้ทุกคนดูยุ่งๆ กันหมดเลย ไอนะเหงา...,3
ไอนะไม่น่ารักเหรอ ทำไมไม่มีใครชมเลย...,3
ไม่มีใครชอบไอนะเลยอ่ะ แง...,3
ไอนะรู้สึกเหมือนเป็นอากาศธาตุเลย ไม่มีใครเห็น...,3
อยากให้มีคนกอดไอนะจังเลย...,3
ไอนะไม่เก่งเลย ทำอะไรก็ไม่สำเร็จ...,3
ไอนะไม่รู้จะทำอะไรดีแล้ว ช่วยด้วย...,3
ไอนะอยากดูซีรีส์ แต่ไม่มีเพื่อนดูด้วย...,3
ไอนะเหงามากๆ เลย ทำยังไงดี...,3
ไอนะรู้สึกเหมือนถูกทิ้ง...,3
อยากให้มีใครมาสนใจไอนะบ้าง...,3
ไอนะทำอะไรก็ไม่ดีสักอย่าง...,3
ไอนะไม่รู้ว่าต้องทำยังไงถึงจะมีคนชอบ...,3
อยากให้มีคนบอกว่าไอนะเก่งจัง...,3
ไอนะอยากไปเดินเล่น แต่ไม่มีใครไปด้วย...,3
เซ็งจัง ไอนะอยากทำอะไรสนุกๆ บ้าง...,3
ไอนะรู้สึกเหมือนตัวเองเป็นภาระ...,3
อยากให้มีใครมาช่วยไอนะทำอะไรบ้าง...,3
ฮือ... ไม่เข้าใจเลย ทำไมต้องเกิดเรื่องแบบนี้ด้วย,3
เซ็งจัง... อยากให้มีใครมาปลอบใจจังเลย,3
รู้สึกเหมือนโลกมันไม่ยุติธรรมเลยอ่ะ,3
ฮือ... ทำไมมันยากอย่างนี้นะ,3
เบื่อจัง... อยากไปเที่ยวแต่ไม่มีเงิน,3
ฮือ... เหนื่อยมากๆ เลยวันนี้,3
ทำไม... ทำไมต้องเป็นไอนะที่เจอเรื่องแบบนี้,3
แง... ไม่อยากตื่นไปทำงานเลย,3
ไอนะ... อยากกลับบ้านไปนอนแล้ว,3
ทำไม... ทำไมต้องเป็นแบบนี้ทุกทีเลย,3
แง... ไม่อยากให้เป็นแบบนี้เลย,3
เซ็งอ่ะ... ทำไมต้องมาเจอเรื่องน่าเบื่อด้วย,3
รู้สึกเหมือนตัวเองอยู่คนเดียวบนโลกเลย,3
ฮือ... ทำไมชีวิตมันยากขนาดนี้นะ,3
เบื่อๆ... อยากมีใครมาทำให้หัวเราะจัง,3
เศร้า... ไม่มีใครเข้าใจความรู้สึกไอนะเลย,3
ทำไม... ทำไมต้องเป็นไอนะที่ต้องทน,3
ฮือ... อยากมีเพื่อนสนิทสักคน,3
เซ็งจ้า... วันนี้มันแย่สุดๆ ไปเลย,3
ไอนะ... อยากไปเที่ยวทะเลจัง,3
รู้สึกเหมือนตัวเองเป็นคนโชคร้ายจัง,3
ฮือ... ไม่รู้จะเริ่มต้นยังไงดี,3
ทำไม... ทำไมต้องเจอเรื่องแบบนี้ซ้ำๆ,3
ฮือ... อยากกินของอร่อยๆ แต่ไม่มีตังค์,3
เซ็งๆ... ทำไมต้องทำงานบ้านด้วย,3
ไอนะ... อยากมีคนเข้าใจความรู้สึก,3
ฮือ... ทำไมต้องโดนดุด้วยอ่ะ,3
ฮือ... ไม่รู้จะทำอะไรให้ดีขึ้นได้,3
แง... ไม่อยากไปโรงเรียนเลย,3
ฮือ... อยากได้ของขวัญ,3
เซ็ง... ทำไมฝนต้องตกด้วยอ่ะ,3
ไอนะ... อยากไปนอนแล้ว,3
รู้สึกเหมือนตัวเองเป็นตัวคนเดียว,3
ฮือ... ทำไมต้องผิดหวังด้วยอ่ะ,3
ฮือ... ไม่รู้จะพูดอะไรดี,3
ทำไม... ทำไมต้องเป็นไอนะที่ต้องเจอแบบนี้,3
แง... ไม่อยากคิดอะไรแล้ว,3
ไอนะ... อยากมีกำลังใจจังเลย,3
รู้สึกเหมือนตัวเองล้มเหลว,3
ฮือ... ทำไมต้องเจ็บด้วยอ่ะ,3
ฮือ... ไม่รู้จะทำยังไงให้หายเศร้า,3
แง... ไม่อยากทำอะไรทั้งนั้น,3
ฮือ... อยากไปเที่ยวต่างประเทศ,3
ไอนะ... อยากมีคนมาดูแล,3
ฮือ... ทำไมต้องเสียใจด้วย,3
เบื่อหน่าย... ไม่มีอะไรน่าตื่นเต้นเลย,3
ฮือ... ไม่รู้จะพูดยังไงให้เข้าใจ,3
ทำไม... ทำไมต้องมีอุปสรรคเยอะแยะ,3
ไอนะ... อยากมีพลังวิเศษ,3
เบื่อมากอ่ะ... ไม่มีใครชวนไปไหนเลย,3
เศร้าที่สุด... อยากมีคนมาปลอบ,3
ฮือ... ไม่รู้จะเริ่มต้นชีวิตใหม่ยังไง,3
ทำไม... ทำไมต้องเจอแต่เรื่องที่ทำให้เสียใจ,3
แง... ไม่อยากอยู่ตรงนี้เลย,3
ฮือ... อยากมีคนมาให้กำลังใจเยอะๆ,3
รู้สึกเหมือนตัวเองไม่มีความสามารถ,3
ฮือ... ทำไมต้องโดนว่าด้วยอ่ะ,3
ฮือ... ไม่รู้จะทำยังไงให้ชีวิตดีขึ้น,3
ทำไม... ทำไมต้องเจอแต่คนไม่ดี,3
แงๆๆ... ไม่อยากคิดถึงมันเลย,3
ฮือๆ... อยากมีใครมาช่วย,3
เซ็งสุดๆ... ทำไมต้องรออะไรนานๆ ขนาดนี้,3
ไอนะ... อยากมีคนมาเล่นด้วย,3
รู้สึกเหมือนตัวเองไม่มีใครสนใจเลย,3
ฮือๆๆ... ทำไมต้องเสียใจซ้ำๆ,3
ฮือๆ... ทำไมต้องมาเจออะไรแบบนี้ด้วยเนี่ย ไอนะไม่โอเคเลยนะ!,3
แง... ไอนะทำไม่ได้อ่ะ มันยากเกินไปแล้ว ฮือออ,3
ไอนะ...อยากนอนแล้ว วันนี้มันแย่เกินไป,3
ฮือ... ไอนะอยากกินไอติม แต่ไม่มีใครซื้อให้,3
แง... ทำไมต้องทำการบ้านเยอะขนาดนี้ด้วย,3
เซ็ง... อยากไปเที่ยวแต่ไม่มีเพื่อนไป ฮือๆๆ,3
ไอนะ... รู้สึกเหมือนไม่มีใครรักเลย ฮือออ,3
ฮือ... โดนแกล้งอีกแล้ว ไอนะไม่ชอบเลย,3
แง... ทำไมต้องตื่นเช้าด้วยเนี่ย ไอนะง่วง,3
เซ็งมาก... ไม่มีอะไรสนุกๆ ให้ทำเลย ฮือๆ,3
ไอนะ... อยากหายไปจากโลกนี้เลย ฮือออ,3
ฮือ... ทำไมต้องสอบตกด้วยเนี่ย แงๆๆ,3
แง... อยากกินขนม แต่กลัวอ้วน ฮือๆ,3
ไอนะ... รู้สึกเหมือนตัวเองไม่มีค่าเลย ฮือออ,3
แง... อยากมีคนมาเล่นด้วยจังเลย ฮือๆ,3
ไอนะ...อยากได้ตุ๊กตาตัวใหม่ ฮืออ,3
ฮือ...โดนดุอีกเเล้ว,3
แง... ไอนะอยากไปเที่ยวสวนสนุก,3
ทำไม... ทำไมต้องเป็นไอนะที่ซวยตลอดเลย,3
ฮือ... ไม่มีใครให้กำลังใจเลย,3
ฮือๆ... ไอนะไม่อยากโตเลย,3
เซ็งมากเลยอ่ะ... ไม่มีอะไรน่าสนใจเลย,3
ฮือ... ไอนะอยากไปทะเลตอนนี้เลย,3
ฮือๆๆๆๆ... ทำไมวันนี้มันเเย่ขนาดนี้,3
เซ็ง! อยากให้โลกนี้หายไปเลยตอนนี้,3
แง... ไอนะอยากไปดูหนังเรื่องนั้นอ่ะ แต่ไม่มีเพื่อนไปดูด้วย,3
ไอนะ... อยากมีคนมาโอ๋ๆๆ เยอะๆ เลย ฮือออ,3
ฮือ... ทำไมต้องทำอะไรยากๆ ด้วยเนี่ย ไอนะไม่เข้าใจเลย,3
แงๆๆๆ... ไอนะอยากกินเค้ก แต่ไม่มีใครซื้อให้,3
ไอนะ... อยากมีคนมาอยู่ข้างๆ ไอนะตลอดเวลาเลย ฮือๆๆ,3
แง... ไอนะอยากมีเวทมนตร์ จะได้เสกให้ทุกอย่างดีขึ้น,3
ฮือๆๆๆๆๆ... ไอนะไม่ชอบวันนี้เลย,3
เซ็งที่สุดในสามโลก... ไอนะอยากไปเที่ยวตอนนี้เลย,3
เซ็งมาก!!! ทำไมต้องมาเจออะไรเเบบนี้ด้วย!,3
ฮือๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,3
ฮือ....ฮือ.... ไอนะไม่เข้าใจเลย,3
เซ็ง...... มากๆๆๆๆๆๆๆ,3
แง............. ไอนะอยากมีเเฟน,3
แง...ไอนะไม่อยากตื่นเลย,3
เซ็ง...ทำไมเน็ตไอนะช้าจัง,3
ฮือ....โดนเเม่ดุอีกเเล้ว,3
แง...ไอนะไม่อยากเจอคนใจร้าย,3
เซ็ง...ไม่มีใครชวนไอนะไปไหนเลย,3
เซ็ง.....ทำไมต้องเป็นเเบบนี้ทุกทีเลย,3
ฮือๆๆ...ไอนะไม่อยากกินผัก,3
แง...ไอนะอยากได้โทรศัพท์ใหม่,3
เซ็ง...ทำไมต้องเเต่งตัวไปข้างนอกด้วย,3
แง....ไม่อยากเรียนหนังสือเลย,3
เซ็ง.....ทำไมต้องรอคิวนานขนาดนี้,3
ฮือๆๆ...อยากมีคนมาเล่นเกมส์ด้วยกัน,3
แง...ทำไมฝนต้องตกตอนไอนะจะออกไปข้างนอกพอดีเลย!,3
แง....อยากมีคนมาดูเเลไอนะ,3
ฮือๆๆ...อยากกลับไปเป็นเด็กอีกครั้ง,3
แง...ทำไมต้องมีเเต่เรื่องไม่ดีเกิดขึ้น,3
เซ็ง...อยากมีเพื่อนเยอะๆ,3
ฮือๆๆๆๆ.....ไม่อยากอยู่คนเดียว,3
แง....อยากให้มีปาฏิหาริย์,3
ฮือๆๆ...ไม่อยากให้ใครมาทิ้งไอนะ,3
แง...อยากมีใครให้ระบายความรู้สึก,3
ฮือๆๆๆๆ.....ไม่มีความสุขเลย,3
แง....อยากหายตัวไปจากตรงนี้,3
เซ็ง.....ไม่อยากเจอใครเลย,3
